Arabic_text,ar:manual_sentiment,ar:manual_confidence
قآلو ليش أأنت #طيب مع گل هآلنآس ♔ قلت و أيش #عندي عشآن #آتكبر *❌✴ 🔱 ✔#گلنآ مخآليق ألله ورب,Negative,
😂😂خوش نصيحة خايفين عليك 😷,Negative,
حسين عبدالغني,Negative,
هد حيل الحياة فيني 💔,Negative,
في حق نفسك .. لازم تكون عزيز النفس 💔,Negative,
"سيضع الله الكثير من النجوم تضيئ في صدرك بعد انطفاء تلك النجمة الهزيله، إبتسم 😴 مسآء الخير",Negative,
#نفق_الشفا فعاليات الشفا🙂 وانا طالعه لدوامي ساعتين فالطريق وانا بالعاده عشر دقايق واوصل ، من زحمه وقلق وحوادث والنف…,Negative,
من جووھ نفسي ، بقوول لنفسي ✋ آإنآا اآللي جبت دھ گلوو لنفسي 🐸,Negative,
المقطع الجديد وصل 🌚 -سر الفوز والنفخ بجوائز العاب السنة لGOD OF WAR -اخر اخبار اونلاين ريد ديد استمتع 🍿,Negative,
مواه 🙈,Negative,
تمام 😠,Negative,
"تحبه او تكرهه هذا شي راجع لك .. لكن من شبه المستحيل انك تحصل لاعب يعطيك مباراة كامله بعمر ال او 😓 ماشاء الل…",Negative,
٪ من علاقات الحب تشبه #المتة بتكون أول شي سخنه بعدين بتبرد بترجع تسخنها ترجع تبرد.. آخر شي تقطع 💔,Negative,
يسعد صباحك 💐 والله فكرة 🤔 مابتقصري😂,Negative,
ويقولون فورتنايت ماتت.. يا حبيبي اذا هي ميته مين الحي اجل؟ مافيه العاب 🤦🏻‍♂️ اكتبوا اي لعبة ممكن نلعبها ونستمتع فيه…,Negative,
صورت صور حلوه مره وتذكرت ان مافيه احد اشاركه وحزنت 😔,Negative,
لهادي الدرجة انا مكشوفة :(,Negative,
"تهاوييل والله يا احس اني بطيء 🌚",Negative,
قلت ل ماما نبي نقعد نباتية 😁.. قالت لي انتي لو ماكلتيش شاورما يجيك انهيار عصبي 😒 صدقت والله 😂😂,Negative,
ايه 💔,Negative,
شوي 😰 اة مستعدة 😌😂,Negative,
"#مع_شركاء_القمه_الكل_رابح ترقبو الليلة #كاش💸💰 حفلة من أكبر الحفلات موعدنا معاكم اليوم الساعة :00 🎉 جائزة 💸…",Negative,
وتت ازز دييسس 💔,Negative,
يدور الشهره زي غيره على حساب كرامته وشرفه 👎 مايمثل النصر,Negative,
[🌟] فيلكس ايضا حصل على مليون مشاهدة لهذا الفيديو وهو 'ميمي/رياكشن' كذلك 😭,Negative,
كسب العيش بالحلال صعب 🌚,Negative,
صباح الخير ✋,Negative,
جزيرة الزمالك مش موجودة أساسا :(,Negative,
"الأب رجل مختلف في حياة كل فتاه ولو سألت كل فتاه ماذا .تتمنى لقالت رجلا"" كأبي 💔",Negative,
عزمنا ع المشاوي شكلي بستغل ادارة الفرص 🤔,Negative,
سلمان لا يهرول في خير وتاريخه يشهد احذروا يا أهلنا في السودان من هذا الهرم وجروه المعتوه ✋,Negative,
عا :(,Negative,
ردو على تغريدته بضحكة طويلة 😂,Negative,
نه 😔,Negative,
اهلي يبون يطلعون وانا عندي اختبار بكره وصعب قهر والله :(,Negative,
ناس طيبين اوي اوي .. ليه فضحوني بس 🙈,Negative,
يا اخوانا و الله لسة مطالبنا ما أتحقق منها غير مطلب واحد .. عليكم الله الناس ما تتخاذل 💔,Negative,
تم سحب ولكن للأسف مو مطبقين الشروط 😭,Negative,
:( رسميا اقدر اقول انه حنا اكثر امفي واكثر مقطع واكثر فيد مشاهدة في تاريخ اليوتيوب 💋 في ساعه وصلنا مليوون…,Negative,
ومآ بين آلحين وآلآخر آبگي حتى فقدآن آلشعور .. 💔,Negative,
بالعقل متجيش بس كل حاجه جايزه ف ايد ربنا,Negative,
تؤ تؤ ألفاظك تعبت أادبك 😭,Negative,
رئيسين في يومين قالو الربيع العربي 😒 نحنا الكتاحه الأفريقية,Negative,
ليش انبسط وانا اصلا ما بحضر :(,Negative,
عشان يشوفون ملامحك الشريرة :(,Negative,
ياا لطيف .. قائمه بستة حكام ماا يبوونهم 🙈 يمكن يبوون خليل جلال رئيس لجنة الحكام يحكم لهم بعد😜😂😂,Negative,
والله هذا اسمه مو زوران هذا يصلح ثوران 😂 خلوني اكمل هدايا بس 💔,Negative,
في ليلة زفافها خانها لسانها وقالت له للحلال طعم أخر .. 🤐,Negative,
جهزو عباياتكم لنحشه الكبيره 🐜,Negative,
من الحين مضيق خلقي الدوام برمضان 😵 ياليت لو يخلون الدوام الساعه,Negative,
بتروح حلقة الخضار يحرجون عليها البنقاله هذا اذا لبها بقي منه شئ .. . 🤔,Negative,
😵 صدمه,Negative,
هنيالي والله :(,Negative,
#الهلال_الاهلي #حسين_عبدالغني سبق وان تكررت له لحالات مماثلة من داخل المستطيل الاخضر واليوم كاد ان يتسبب في اصابه…,Negative,
شعور موجع عندما يكلمك ملجأك الأول وكأنك خياره الأخير 💔,Negative,
بنشكر الله انو القلب عضلة مو عظم .. بضل التعضيل ارحم من الكسر 😔,Negative,
محد ظل صاحي طول اللي يسوي ستريم 💔,Negative,
#ايش_علمتك_الايام لأنك لم تتخابث يوما لم تنجح علاقاتك كثيرا ولأنك أنقى مما ينبغي تقتل في أضعف ركن بقلبك ولأنك ت…,Negative,
صباح النوم والراحة ونعيم الاجازة 😎,Negative,
يخوانا الناس ما شوية بس مقارنة بالايام الفاتت ولاا حاجة 💔 عليكم الله القيادة ✌🏻🇸🇩 #اعتصام_القيادة_العامة,Negative,
نهاائيا لايوجد حل 💔,Negative,
كسرت الخاطر من شخص عزيز ع قلب تختلف وتخلينا نسوي ردت فعل مو احنا 😔,Negative,
الى متى التعامل السئ للخادمات وعدم احترامهم وكأنهم حشرات والله هالمواقف تصير بيننا ونشوفها المربية جات من بيتها مع…,Negative,
لو فيني امحي هذا الشعور 😪,Negative,
ادري وادري وادري وادري وهم عن هذه ادري بس احبه 💔,Negative,
هيدي حقها كعكة عند ابو عرب 😬,Negative,
الهرم بيقول كلام زي الفل 🤔,Negative,
نترجمها لك ياأصنج بالتركي والفارسي بحكم إن دولتك مغتصبه من الأتراك والفرس وانتم متعودين عادي 😷,Negative,
ايوه فاهم 😔,Negative,
"ربنا معاكم يا اسماء انا آسف إن رحلة البحث عن أفضل إيفيه بتاعتي ضايقتك 🤐",Negative,
الحمدلله 😫 ضاحية لبن امطار مع برد لااله الاالله,Negative,
"لشخص قديم : ما ابيك ترجع لي,ابي انسى إنك كنت تعنيلي 💔",Negative,
#الزمن_الجميل . الله ياوقت مضى لوهو بيدينا مايروح 💔,Negative,
-انا اعلم ان الموت ينتظرني لكنني اتمنااه آلان ☹,Negative,
📌 فيفا تركت الاتحادات والبطولات القارية وتركت القضايا الدولية وتركت مشكلة تنظيم كأس العالم وتنظيم كأس العالم للأندي…,Negative,
العلم نور 😍 والجهل مهند😒 والدراسة..سنوات الضياع 😳 وقاعة الامتحان..وادي الذئاب 😈 والامتحانات..لحظة وداع 😭 وشهادة…,Negative,
واحد راح لعند رفيقو وقلوا قاصد الله وقاصدك$ قلوا : خير ؟؟ 🙄 قلوا : بدي ألف دولار 🙈 قلوا : كفي لعند الله 😂😂,Negative,
في كل حزة لك مع البال ميعاد.. موعد غرام / وذكريات قديمة 💔 تعال ونجدد الذكرى / والايام تنعاد محد(ن) يفرط ف القلوب السليمة,Negative,
انتي ليه بتقولي (هنا، لما يسافر السودان) انتي قاعده ف اليمن 😳,Negative,
#GamesOfThrones تسريبات من الحلقه الاولى 😱,Negative,
رحمه الله وأسكنه الجنان ،، وألهمكم وذويه الصبر والسلوان .. اللهم اجبرهم وعوضهم خيرا 💔,Negative,
النوم وانت مكسور ده احساس غبي اللي هو مش قادر تنام بس لازم علشان تصحي تكمل تمثيل و ضحك قدام اللي حواليك علشان ميقولوش عليك كئيب وممل 😞 💔,Negative,
"سؤال برئ لولبي: هو البرلمان -لامؤاخذة- اليمني أو مجلس "" النواب "".. مافيهوش ""نائبات"" ؟!! 🤔 لو الإجابة نعم فالسؤال :…",Negative,
ليتك ترجع 🌚,Negative,
والله الثلاثة اتفه من بعض العروس كريهة شو يعني لو الام ركبت و العريس دراما حبتين طلقها عشي تافه و الام نشبة و لزقة…,Negative,
والله نتمنو اتم اقسم بالله ساد خلاص دم وموت بس هما الحقد حايدمرهم ويدمرنا معاهم 😭,Negative,
مره مر كأنه انا 😭,Negative,
والحين معشوق فتيات تويتر 😬,Negative,
إمامي .. جراح السلاسل وتلك القيود .. س تشفى .. بطالب ثار البتول .. السلام على المعذب في قعر السجون 💔,Negative,
يخوف 💔,Negative,
يارب والله بحاجتها الشاشه تطلع فيه خطوط وألوان مع بعض 💔,Negative,
#الاتحاد_النصر اي هلالي فاضي يجي يكوي لي الشماغ عندي دوام بعد شوي 😒,Negative,
اللهم أشفي جدتي و زدها قوة اللهم طهر جسدها و اسكب عليها انهارا من الراحة 💔,Negative,
أبحث عن فيروسات ال cc 😭,Negative,
ليت اللي عطيناهم قلوبنا قدروها :(,Negative,
انا لم أرحل .. ولكن انتي من أطفأ النور بداخلي فتلاشيت 💔,Negative,
❀ انا فتاةة زماني👸 أنوثتي كالجبال 🏔️ لاتنحني (stop_sign) لي الف رئي 🤔 والف مزاج 🎉🤗 ولي م…,Negative,
والله اكلك انتي و خدودك الحين، دامك ماتبيهم جيبيهم تكفين اترجاك من زمان ابي خدود كيوت كذا انا 😭,Negative,
